DateG,DateH,Day,City,Holiday Name,Type of Public Holiday,School,Cloudy,Widespread Dust,Blowing Dust,Fog,Mist,Rain,Comments,Match,Event,Effect on City,Link Source,Pay Day,days till next payday,days after payday,days after school,days before school,Semesters
12/02/2022,11/7/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,15,16,28,26,
13/02/2022,12/7/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,14,15,29,25,
14/02/2022,13/07/1443,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,13,14,30,24,
15/02/2022,14/07/1443,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,12,13,31,23,
16/02/2022,15/07/1443,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,11,12,32,22,
17/02/2022,16/07/1443,Thursday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Al-Hilal - Al-Shabab,KSA League,FALSE,FALSE,FALSE,FALSE,10,11,33,21,
18/02/2022,17/07/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,9,10,34,20,
19/02/2022,18/07/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Man City vs Tottenham,Preimer League,FALSE,FALSE,FALSE,FALSE,8,9,35,19,
20/02/2022,19/07/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,7,8,36,18,
21/02/2022,20/07/1443,Monday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Al Hilal vs Al Nassr, Al-Awwal Park",KSA League,FALSE,FALSE,FALSE,FALSE,6,7,37,17,
22/02/2022,21/07/1443,Tuesday,Riyadh,Founding Day,Founding Day is a national holiday in Saudi Arabia,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,UEFA CL,إعلان يوم التأسيس كإجازة رسمية في السعودية,تعزيز الهوية الوطنية والتراث، مع إقامة فعاليات ثقافية وترفيهية في الرياض.,رابط,FALSE,5,6,38,16,
23/02/2022,22/07/1443,Wednesday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,long weekend,UEFA CL,FALSE,FALSE,FALSE,FALSE,4,5,39,15,
24/02/2022,23/07/1443,Thursday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,3,4,40,14,
25/02/2022,24/07/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,2,3,41,13,
26/02/2022,25/07/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,1,2,42,12,
27/02/2022,26/07/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Chelsea vs Liverpool,Preimer League,FALSE,FALSE,FALSE,TRUE,31,1,43,11,
28/02/2022,27/07/1443,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,30,0,44,10,
01/03/2022,28/07/1443,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,29,30,45,9,
02/03/2022,29/07/1443,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,28,29,46,8,
03/03/2022,30/07/1443,Thursday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Al Hilal vs Al Nassr, Al-Awwal Park",KSA League,FALSE,FALSE,FALSE,FALSE,27,28,47,7,
04/03/2022,1/8/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,26,27,48,6,
05/03/2022,2/8/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,25,26,49,5,
06/03/2022,3/8/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Man City vs Man United,Preimer League,FALSE,FALSE,FALSE,FALSE,24,25,50,4,
07/03/2022,4/8/1443,Monday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,23,24,51,3,
08/03/2022,5/8/1443,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Al Hilal vs Al Ittihad, King Fahd Stadium","UEFA CL, KSA League",FALSE,FALSE,FALSE,FALSE,22,23,52,2,
09/03/2022,6/8/1443,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,21,22,53,1,
10/03/2022,7/8/1443,Thursday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,20,21,"Vacation	",Vacation,
11/03/2022,8/8/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,19,20,"Vacation	",Vacation,
12/03/2022,9/8/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Man United vs Tottenham,Preimer League,FALSE,FALSE,FALSE,FALSE,18,19,"Vacation	",Vacation,
13/03/2022,10/8/1443,Sunday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,17,18,"Vacation	",Vacation,
14/03/2022,11/8/1443,Monday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,16,17,"Vacation	",Vacation,
15/03/2022,12/8/1443,Tuesday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,15,16,"Vacation	",Vacation,
16/03/2022,13/08/1443,Wednesday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Arsenal vs Liverpool,"UEFA CL, Preimer League",FALSE,FALSE,FALSE,FALSE,14,15,"Vacation	",Vacation,
17/03/2022,14/08/1443,Thursday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,13,14,"Vacation	",Vacation,
18/03/2022,15/08/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,12,13,"Vacation	",Vacation,
19/03/2022,16/08/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,11,12,"Vacation	",Vacation,
20/03/2022,17/08/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,March Equinox in Saudi Arabia (Riyadh)/ el clasico,La liga,FALSE,FALSE,FALSE,FALSE,10,11,1,102,3 - 1443
21/03/2022,18/08/1443,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,9,10,2,101,
22/03/2022,19/08/1443,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,8,9,3,100,
23/03/2022,20/08/1443,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,7,8,4,99,
24/03/2022,21/08/1443,Thursday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,World Cup,FALSE,FALSE,FALSE,FALSE,6,7,5,98,
25/03/2022,22/08/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,5,6,6,97,
26/03/2022,23/08/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,4,5,7,96,
27/03/2022,24/08/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,31,4,8,95,
28/03/2022,25/08/1443,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,30,3,9,94,
29/03/2022,26/08/1443,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"King Abdullah Sports City, Jeddah,Score: Saudi Arabia 1–0 Australia, Attendance: 51,433",World Cup,FALSE,FALSE,FALSE,FALSE,29,2,10,93,
30/03/2022,27/08/1443,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,28,1,11,92,
31/03/2022,28/08/1443,Thursday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,27,0,12,91,
01/04/2022,29/08/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,26,29,13,90,
02/04/2022,1/9/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ramadan begins,,FALSE,FALSE,FALSE,FALSE,25,28,14,89,
03/04/2022,2/9/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"KSA League, La liga",FALSE,FALSE,FALSE,FALSE,24,27,15,88,
04/04/2022,3/9/1443,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,23,26,16,87,
05/04/2022,4/9/1443,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,22,25,17,86,
06/04/2022,5/9/1443,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,21,24,18,85,
07/04/2022,6/9/1443,Thursday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,20,23,19,84,
08/04/2022,7/9/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,19,22,20,83,
09/04/2022,8/9/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,18,21,21,82,
10/04/2022,9/9/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Man City vs Liverpool,Preimer League,FALSE,FALSE,FALSE,FALSE,17,20,22,81,
11/04/2022,10/9/1443,Monday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,16,19,23,80,
12/04/2022,11/9/1443,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,15,18,24,79,
13/04/2022,12/9/1443,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,14,17,25,78,
14/04/2022,13/09/1443,Thursday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,13,16,26,77,
15/04/2022,14/09/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,12,15,27,76,
16/04/2022,15/09/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Man City vs Liverpool,Preimer League,FALSE,FALSE,FALSE,FALSE,11,14,28,75,
17/04/2022,16/09/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,La liga,FALSE,FALSE,FALSE,FALSE,10,13,29,74,
18/04/2022,17/09/1443,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,9,12,30,73,
19/04/2022,18/09/1443,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Liverpool vs Man United,"Preimer League, KSA League",FALSE,FALSE,FALSE,FALSE,8,11,31,72,
20/04/2022,19/09/1443,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Arsenal vs Chelsea,Preimer League,FALSE,FALSE,FALSE,FALSE,7,10,32,71,
21/04/2022,20/09/1443,Thursday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,6,9,33,70,
22/04/2022,21/09/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,5,8,34,69,
23/04/2022,22/09/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Arsenal vs Man United,"Preimer League, KSA League",FALSE,FALSE,FALSE,FALSE,4,7,35,68,
24/04/2022,23/09/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,3,6,36,67,
25/04/2022,24/09/1443,Monday,Riyadh,No Holiday,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,2,5,37,66,
26/04/2022,25/09/1443,Tuesday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,1,4,38,65,
27/04/2022,26/09/1443,Wednesday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,"UEFA CL, KSA League",FALSE,FALSE,FALSE,TRUE,31,3,39,64,
28/04/2022,27/09/1443,Thursday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Man United vs Chelsea,Preimer League,FALSE,FALSE,FALSE,FALSE,30,2,40,63,
29/04/2022,28/09/1443,Friday,Riyadh,No Holiday,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,29,1,41,62,
30/04/2022,29/09/1443,Saturday,Riyadh,Eid al-Fitr Holiday,Eid al-Fitr Holiday is a national holiday in Saudi Arabia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,28,0,42,61,
01/05/2022,30/09/1443,Sunday,Riyadh,Eid al-Fitr Holiday,Eid al-Fitr Holiday is a national holiday in Saudi Arabia,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,27,30,43,60,
02/05/2022,1/10/1443,Monday,Riyadh,Eid al-Fitr Holiday,Eid al-Fitr Holiday is a national holiday in Saudi Arabia,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,26,29,44,59,
03/05/2022,2/10/1443,Tuesday,Riyadh,Eid al-Fitr Holiday,Eid al-Fitr Holiday is a national holiday in Saudi Arabia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"UEFA CL, KSA League",FALSE,FALSE,FALSE,FALSE,25,28,45,58,
04/05/2022,3/10/1443,Wednesday,Riyadh,Eid al-Fitr Holiday,Eid al-Fitr Holiday is a national holiday in Saudi Arabia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,24,27,46,57,
05/05/2022,4/10/1443,Thursday,Riyadh,Eid al-Fitr Holiday,Eid al-Fitr Holiday is a national holiday in Saudi Arabia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,23,26,47,56,
06/05/2022,5/10/1443,Friday,Riyadh,Eid al-Fitr Holiday,Eid al-Fitr Holiday is a national holiday in Saudi Arabia,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,22,25,48,55,
07/05/2022,6/10/1443,Saturday,Riyadh,Eid al-Fitr Holiday,Eid al-Fitr Holiday is a national holiday in Saudi Arabia,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Liverpool vs Tottenham,"Preimer League, KSA League",FALSE,FALSE,FALSE,FALSE,21,24,49,54,
08/05/2022,7/10/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,La liga,FALSE,FALSE,FALSE,FALSE,20,23,50,53,
09/05/2022,8/10/1443,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,19,22,51,52,
10/05/2022,9/10/1443,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,18,21,52,51,
11/05/2022,10/10/1443,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,17,20,53,50,
12/05/2022,11/10/1443,Thursday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Arsenal vs Tottenham,Preimer League,FALSE,FALSE,FALSE,FALSE,16,19,54,49,
13/05/2022,12/10/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,15,18,55,48,
14/05/2022,13/10/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Chelsea vs Liverpool,,FALSE,FALSE,FALSE,FALSE,14,17,56,47,
15/05/2022,14/10/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,13,16,57,46,
16/05/2022,15/10/1443,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,12,15,58,45,
17/05/2022,16/10/1443,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,11,14,59,44,
18/05/2022,17/10/1443,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,10,13,60,43,
19/05/2022,18/10/1443,Thursday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,9,12,61,42,
20/05/2022,19/10/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,8,11,62,41,
21/05/2022,20/10/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,7,10,63,40,
22/05/2022,21/10/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,6,9,64,39,
23/05/2022,22/10/1443,Monday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Al Hilal vs Al Ittihad,KSA League,FALSE,FALSE,FALSE,FALSE,5,8,65,38,
24/05/2022,23/10/1443,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,4,7,66,37,
25/05/2022,24/10/1443,Wednesday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,3,6,67,36,
26/05/2022,25/10/1443,Thursday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,31,5,68,35,
27/05/2022,26/10/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,30,4,69,34,
28/05/2022,27/10/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"UEFA CL, KSA League",FALSE,FALSE,FALSE,FALSE,29,3,70,33,
29/05/2022,28/10/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,28,2,71,32,
30/05/2022,29/10/1443,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,27,1,72,31,
31/05/2022,1/11/1443,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,26,0,73,30,
01/06/2022,2/11/1443,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,25,29,74,29,
02/06/2022,3/11/1443,Thursday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,24,28,75,28,
03/06/2022,4/11/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,23,27,76,27,
04/06/2022,5/11/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,22,26,77,26,
05/06/2022,6/11/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,21,25,78,25,
06/06/2022,7/11/1443,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,20,24,79,24,
07/06/2022,8/11/1443,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,19,23,80,23,
08/06/2022,9/11/1443,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,18,22,81,22,
09/06/2022,10/11/1443,Thursday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,17,21,82,21,
10/06/2022,11/11/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,16,20,83,20,
11/06/2022,12/11/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,15,19,84,19,
12/06/2022,13/11/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,14,18,85,18,
13/06/2022,14/11/1443,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,13,17,86,17,
14/06/2022,15/11/1443,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,12,16,87,16,
15/06/2022,16/11/1443,Wednesday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,long weekend,,FALSE,FALSE,FALSE,FALSE,11,15,88,15,
16/06/2022,17/11/1443,Thursday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,long weekend,,FALSE,FALSE,FALSE,FALSE,10,14,89,14,
17/06/2022,18/11/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,9,13,90,13,
18/06/2022,19/11/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,8,12,91,12,
19/06/2022,20/11/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,7,11,92,11,
20/06/2022,21/11/1443,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,6,10,93,10,
21/06/2022,22/11/1443,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,June Solstice in Saudi Arabia (Riyadh),,FALSE,FALSE,FALSE,FALSE,5,9,94,9,
