DateG,DateH,Day,City,Holiday Name,Type of Public Holiday,School,Cloudy,Widespread Dust,Blowing Dust,Fog,Mist,Rain,Comments,Match,Event,Effect on City,Link Source,Pay Day,days till next payday,days after payday,days after school,days before school,Semesters
22/06/2022,23/11/1443,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,4,8,95,8,
23/06/2022,24/11/1443,Thursday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,3,7,96,7,
24/06/2022,25/11/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,2,6,97,6,
25/06/2022,26/11/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,1,5,98,5,
26/06/2022,27/11/1443,Sunday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,0,4,99,4,
27/06/2022,28/11/1443,Monday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,TRUE,31,3,100,3,
28/06/2022,29/11/1443,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,30,2,101,2,
29/06/2022,30/11/1443,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,29,1,102,1,
30/06/2022,1/12/1443,Thursday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,28,0,"Vacation	",Vacation,
01/07/2022,2/12/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,27,30,"Vacation	",Vacation,
02/07/2022,3/12/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,26,29,"Vacation	",Vacation,
03/07/2022,4/12/1443,Sunday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,25,28,"Vacation	",Vacation,
04/07/2022,5/12/1443,Monday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,24,27,"Vacation	",Vacation,
05/07/2022,6/12/1443,Tuesday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,23,26,"Vacation	",Vacation,
06/07/2022,7/12/1443,Wednesday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,22,25,"Vacation	",Vacation,
07/07/2022,8/12/1443,Thursday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,21,24,"Vacation	",Vacation,
08/07/2022,9/12/1443,Friday,Riyadh,Arafat Day,Arafat Day is a national holiday in Saudi Arabia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,20,23,"Vacation	",Vacation,
09/07/2022,10/12/1443,Saturday,Riyadh,Eid al-Adha Holiday,Eid al-Adha (Id ul-Adha) is an Islamic festival falling on the 10th day of the month of Dhul Hijja (Thou al-Hijja) to commemorate the willingness of Ibrahim (Abraham) to sacrifice his son.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,19,22,"Vacation	",Vacation,
10/07/2022,11/12/1443,Sunday,Riyadh,Eid al-Adha Holiday,Eid al-Adha Holiday is a national holiday in Saudi Arabia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,18,21,"Vacation	",Vacation,
11/07/2022,12/12/1443,Monday,Riyadh,Eid al-Adha Holiday,Eid al-Adha Holiday is a national holiday in Saudi Arabia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,17,20,"Vacation	",Vacation,
12/07/2022,13/12/1443,Tuesday,Riyadh,Eid al-Adha Holiday,Eid al-Adha Holiday is a national holiday in Saudi Arabia,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,16,19,"Vacation	",Vacation,
13/07/2022,14/12/1443,Wednesday,Riyadh,Eid al-Adha Holiday,Eid al-Adha Holiday is a national holiday in Saudi Arabia,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,15,18,"Vacation	",Vacation,
14/07/2022,15/12/1443,Thursday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,14,17,"Vacation	",Vacation,
15/07/2022,16/12/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,13,16,"Vacation	",Vacation,
16/07/2022,17/12/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,12,15,"Vacation	",Vacation,
17/07/2022,18/12/1443,Sunday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,11,14,"Vacation	",Vacation,
18/07/2022,19/12/1443,Monday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,10,13,"Vacation	",Vacation,
19/07/2022,20/12/1443,Tuesday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,9,12,"Vacation	",Vacation,
20/07/2022,21/12/1443,Wednesday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,8,11,"Vacation	",Vacation,
21/07/2022,22/12/1443,Thursday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,7,10,"Vacation	",Vacation,
22/07/2022,23/12/1443,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,6,9,"Vacation	",Vacation,
23/07/2022,24/12/1443,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,5,8,"Vacation	",Vacation,
24/07/2022,25/12/1443,Sunday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,4,7,"Vacation	",Vacation,
25/07/2022,26/12/1443,Monday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,3,6,"Vacation	",Vacation,
26/07/2022,27/12/1443,Tuesday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,2,5,"Vacation	",Vacation,
27/07/2022,28/12/1443,Wednesday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,31,4,"Vacation	",Vacation,
28/07/2022,29/12/1443,Thursday,Riyadh,No Holiday,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,30,3,"Vacation	",Vacation,
29/07/2022,30/12/1444,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,29,2,"Vacation	",Vacation,
30/07/2022,1/1/1444,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Muharram is the first month of the Islamic calendar and a time of remembrance or mourning.,,FALSE,FALSE,FALSE,FALSE,28,1,"Vacation	",Vacation,
31/07/2022,2/1/1444,Sunday,Riyadh,No Holiday,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,27,0,"Vacation	",Vacation,
01/08/2022,3/1/1444,Monday,Riyadh,No Holiday,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,26,30,"Vacation	",Vacation,
02/08/2022,4/1/1444,Tuesday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,25,29,"Vacation	",Vacation,
03/08/2022,5/1/1444,Wednesday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,24,28,"Vacation	",Vacation,
04/08/2022,6/1/1444,Thursday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,23,27,"Vacation	",Vacation,
05/08/2022,7/1/1444,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,22,26,"Vacation	",Vacation,
06/08/2022,8/1/1444,Saturday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,21,25,"Vacation	",Vacation,
07/08/2022,9/1/1444,Sunday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,20,24,"Vacation	",Vacation,
08/08/2022,10/1/1444,Monday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,19,23,"Vacation	",Vacation,
09/08/2022,11/1/1444,Tuesday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,18,22,"Vacation	",Vacation,
10/08/2022,12/1/1444,Wednesday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,17,21,"Vacation	",Vacation,
11/08/2022,13/01/1444,Thursday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,16,20,"Vacation	",Vacation,
12/08/2022,14/01/1444,Friday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,15,19,"Vacation	",Vacation,
13/08/2022,15/01/1444,Saturday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,14,18,"Vacation	",Vacation,
14/08/2022,16/01/1444,Sunday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Chelsea vs Tottenham,Preimer League,FALSE,FALSE,FALSE,FALSE,13,17,"Vacation	",Vacation,
15/08/2022,17/01/1444,Monday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,12,16,"Vacation	",Vacation,
16/08/2022,18/01/1444,Tuesday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,11,15,"Vacation	",Vacation,
17/08/2022,19/01/1444,Wednesday,Riyadh,No Holiday,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,10,14,"Vacation	",Vacation,
18/08/2022,20/01/1444,Thursday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,9,13,"Vacation	",Vacation,
19/08/2022,21/01/1444,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,8,12,"Vacation	",Vacation,
20/08/2022,22/01/1444,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,7,11,"Vacation	",Vacation,
21/08/2022,23/01/1444,Sunday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,6,10,"Vacation	",Vacation,
22/08/2022,24/01/1444,Monday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Man United vs Liverpool,Preimer League,FALSE,FALSE,FALSE,FALSE,5,9,"Vacation	",Vacation,
23/08/2022,25/01/1444,Tuesday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,4,8,"Vacation	",Vacation,
24/08/2022,26/01/1444,Wednesday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,3,7,"Vacation	",Vacation,
25/08/2022,27/01/1444,Thursday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,2,6,"Vacation	",Vacation,
26/08/2022,28/01/1444,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,1,5,"Vacation	",Vacation,
27/08/2022,29/01/1444,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,0,4,"Vacation	",Vacation,
28/08/2022,1/2/1444,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,31,3,1,88,1 - 1444
29/08/2022,2/2/1444,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,30,2,2,87,
30/08/2022,3/2/1444,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,29,1,3,86,
31/08/2022,4/2/1444,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,28,0,4,85,
01/09/2022,5/2/1444,Thursday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,27,29,5,84,
02/09/2022,6/2/1444,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,26,28,6,83,
03/09/2022,7/2/1444,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"KSA League, La liga",FALSE,FALSE,FALSE,FALSE,25,27,7,82,
04/09/2022,8/2/1444,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Man United vs Arsenal,"Preimer League, KSA League",FALSE,FALSE,FALSE,FALSE,24,26,8,81,
05/09/2022,9/2/1444,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,23,25,9,80,
06/09/2022,10/2/1444,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,22,24,10,79,
07/09/2022,11/2/1444,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,21,23,11,78,
08/09/2022,12/2/1444,Thursday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,20,22,12,77,
09/09/2022,13/02/1444,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,19,21,13,76,
10/09/2022,14/02/1444,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,18,20,14,75,
11/09/2022,15/02/1444,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,17,19,15,74,
12/09/2022,16/02/1444,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,16,18,16,73,
13/09/2022,17/02/1444,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,15,17,17,72,
14/09/2022,18/02/1444,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,14,16,18,71,
15/09/2022,19/02/1444,Thursday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,13,15,19,70,
16/09/2022,20/02/1444,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,12,14,20,69,
17/09/2022,21/02/1444,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,11,13,21,68,
18/09/2022,22/02/1444,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,La liga,FALSE,FALSE,FALSE,FALSE,10,12,22,67,
19/09/2022,23/02/1444,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,9,11,23,66,
20/09/2022,24/02/1444,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,8,10,24,65,
21/09/2022,25/02/1444,Wednesday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,7,9,25,64,
22/09/2022,26/02/1444,Thursday,Riyadh,Day off for Saudi National Day,Saudi National Day is a national holiday in Saudi Arabia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,6,8,26,63,
23/09/2022,27/02/1444,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,5,7,27,62,
24/09/2022,28/02/1444,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,September Equinox in Saudi Arabia (Riyadh),,FALSE,FALSE,FALSE,FALSE,4,6,28,61,
25/09/2022,29/02/1444,Sunday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,3,5,29,60,
26/09/2022,30/02/1444,Monday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,2,4,30,59,
27/09/2022,1/3/1444,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,31,3,31,58,
28/09/2022,2/3/1444,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,30,2,32,57,
29/09/2022,3/3/1444,Thursday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,مهرجان القهوة السعودية,فعالية تركز على تاريخ القهوة السعودية وطرق تحضيرها، مع مشاركة أفضل صناع القهوة المحليين، مركز ذي أرينا,رابط,FALSE,29,1,33,56,
30/09/2022,4/3/1444,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,28,0,34,55,
01/10/2022,5/3/1444,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Arsenal vs Tottenham,Preimer League,FALSE,FALSE,FALSE,FALSE,27,30,35,54,
02/10/2022,6/3/1444,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Al Ittihad vs Al Nassr, King Fahd Stadium","Preimer League, KSA League",FALSE,FALSE,FALSE,FALSE,26,29,36,53,
03/10/2022,7/3/1444,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,25,28,37,52,
04/10/2022,8/3/1444,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,24,27,38,51,
05/10/2022,9/3/1444,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,23,26,39,50,
06/10/2022,10/3/1444,Thursday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,22,25,40,49,
07/10/2022,11/3/1444,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,21,24,41,48,
08/10/2022,12/3/1444,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,20,23,42,47,
09/10/2022,13/03/1444,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Arsenal vs Liverpool,Preimer League,FALSE,FALSE,FALSE,FALSE,19,22,43,46,
10/10/2022,14/03/1444,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,18,21,44,45,
11/10/2022,15/03/1444,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"UEFA CL, KSA League",FALSE,FALSE,FALSE,FALSE,17,20,45,44,
12/10/2022,16/03/1444,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,16,19,46,43,
13/10/2022,17/03/1444,Thursday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,15,18,47,42,
14/10/2022,18/03/1444,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,14,17,48,41,
15/10/2022,19/03/1444,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,KSA League,FALSE,FALSE,FALSE,FALSE,13,16,49,40,
16/10/2022,20/03/1444,Sunday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Liverpool vs Man City,"Preimer League, KSA League, La liga",FALSE,FALSE,FALSE,FALSE,12,15,50,39,
17/10/2022,21/03/1444,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,11,14,51,38,
18/10/2022,22/03/1444,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,10,13,52,37,
19/10/2022,23/03/1444,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Man United vs Tottenham,Preimer League,FALSE,FALSE,FALSE,FALSE,9,12,53,36,
20/10/2022,24/03/1444,Thursday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,إطلاق موسم الرياض 2022,جذب أكثر من 20 مليون زائر، مما أدى إلى زيادة كبيرة في الحركة السياحية والاقتصادية.,رابط,FALSE,8,11,54,35,
21/10/2022,25/03/1444,Friday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,7,10,55,34,
22/10/2022,26/03/1444,Saturday,Riyadh,No Holiday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Man United vs Chelsea,"Preimer League, La liga",FALSE,FALSE,FALSE,FALSE,6,9,56,33,
23/10/2022,27/03/1444,Sunday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,5,8,57,32,
24/10/2022,28/03/1444,Monday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,4,7,58,31,
25/10/2022,29/03/1444,Tuesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,3,6,59,30,
26/10/2022,1/4/1444,Wednesday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,UEFA CL,FALSE,FALSE,FALSE,FALSE,2,5,60,29,
27/10/2022,2/4/1444,Thursday,Riyadh,No Holiday,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,31,4,61,28,
